"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","Fld","BsR","-1","WAR","-1","ADP","playerid"
"Hanser Alberto","LAD","57","245","232","64","12","1","4","27","26","6","27","3","2","1","",".276",".301",".396",".696",".300","","0.0","-0.1","","0.5","","600.5","11902"
"Clint Frazier","CHC","92","399","349","82","20","1","15","48","47","42","111","5","4","2","",".235",".324",".428",".752",".326","","-1.5","-0.7","","0.5","","515.0","15983"
"Raimel Tapia","TOR","96","413","378","99","22","2","6","52","37","28","72","2","14","4","",".260",".313",".381",".694",".301","","-0.7","1.2","","0.5","","317.9","14350"
"Robinson Canó","NYM","113","490","452","117","25","1","14","52","56","29","82","5","1","0","",".259",".308",".407",".715",".307","","-0.8","-1.1","","0.5","","537.7","3269"
"Christian Arroyo","BOS","49","210","191","48","11","1","7","25","26","12","49","4","2","0","",".249",".307",".421",".728",".314","","0.9","0.1","","0.5","","597.6","16434"
"Kelvin Gutierrez","BAL","81","350","321","77","12","2","8","34","34","23","86","3","3","1","",".240",".296",".367",".663",".289","","0.6","-0.3","","0.4","","598.0","17468"
"Sam Hilliard","COL","105","455","409","93","18","3","21","57","59","39","149","2","10","3","",".227",".296",".442",".738",".313","","1.0","0.7","","0.4","","516.8","17954"
"Jed Lowrie","OAK","109","469","419","101","24","0","12","49","57","43","100","3","0","0","",".241",".314",".390",".704",".306","","-1.0","-1.3","","0.4","","586.0","4418"
"Cam Gallagher","KCR","24","96","87","21","5","0","2","10","8","7","17","1","0","0","",".247",".306",".364",".670",".294","","0.5","-0.2","","0.4","","600.3","12981"
"Cole Tucker","PIT","78","336","298","68","14","3","6","37","30","32","78","2","7","3","",".228",".307",".361",".668",".293","","0.6","0.1","","0.4","","589.0","17326"
"Alex Dickerson","ATL","75","322","290","73","14","2","14","41","44","24","73","6","1","0","",".253",".322",".453",".775",".331","","-0.2","-0.3","","0.4","","598.8","12649"
"Andrew Knizner","STL","49","192","172","41","7","0","5","21","20","15","37","3","1","0","",".240",".310",".373",".683",".298","","0.3","0.0","","0.4","","598.2","19514"
"Victor Caratini","SDP","32","128","112","27","5","0","3","14","14","12","29","2","1","0","",".243",".325",".376",".700",".303","","-0.5","-0.1","","0.4","","588.8","14968"
"Travis Swaggerty","","34","147","131","32","5","1","4","17","14","13","36","1","4","2","",".243",".314",".382",".696",".304","","0.7","0.1","","0.4","","598.4","sa3007512"
"Austin Allen","OAK","19","77","71","18","4","0","3","9","10","4","18","1","0","0","",".247",".292",".440",".733",".312","","0.0","-0.1","","0.4","","600.0","18083"
"Donovan Solano","CIN","58","252","230","64","13","1","5","27","26","15","47","4","1","0","",".277",".327",".406",".733",".317","","-0.9","-0.3","","0.4","","596.2","8623"
"Sergio Alcántara","ARI","55","238","207","47","7","2","4","25","19","26","60","2","3","1","",".228",".317",".338",".655",".291","","1.4","-0.1","","0.4","","600.4","16417"
"Brett Phillips","TBR","37","161","139","26","4","2","5","20","18","19","59","1","7","1","",".191",".290",".364",".654",".287","","2.2","0.7","","0.4","","595.0","14735"
"Jace Peterson","MIL","47","203","176","42","9","1","5","24","21","23","46","2","5","1","",".237",".330",".378",".707",".312","","-1.3","0.4","","0.4","","584.1","12325"
"Stephen Piscotty","OAK","104","448","407","96","20","1","15","46","52","31","109","5","3","1","",".237",".296",".399",".695",".301","","-1.2","0.0","","0.4","","595.7","13367"
"Yadiel Hernandez","WSN","62","266","240","63","10","1","10","33","35","22","61","1","2","1","",".262",".323",".435",".759",".325","","-1.5","-0.5","","0.4","","594.4","19334"
"Luis Guillorme","NYM","26","112","96","24","4","0","2","12","9","13","20","1","1","1","",".254",".347",".349",".696",".310","","-0.3","-0.2","","0.4","","999.0","16451"
"Leody Taveras","","32","140","125","28","5","1","4","17","14","12","37","1","5","2","",".223",".291",".375",".666",".288","","1.2","0.3","","0.4","","588.5","18900"
"Robinson Chirinos","BAL","45","179","155","33","7","1","6","19","20","17","55","4","1","0","",".211",".303",".384",".687",".299","","-1.6","-0.6","","0.4","","595.2","3142"
"Dustin Garneau","DET","36","141","125","25","6","0","6","16","17","11","39","3","0","0","",".203",".279",".391",".670",".290","","-0.3","-0.2","","0.4","","999.0","9433"
"Jon Berti","MIA","29","126","109","26","5","0","2","16","11","13","29","2","5","2","",".239",".330",".351",".680",".303","","-0.1","0.3","","0.4","","585.6","12037"
"Greg Allen","PIT","44","189","168","42","9","1","3","22","17","13","40","7","8","2","",".249",".324",".367",".690",".304","","0.9","0.4","","0.4","","597.3","16623"
"Lars Nootbaar","STL","62","266","237","59","8","1","9","32","30","25","55","2","4","2","",".249",".323",".405",".728",".314","","0.6","-0.4","","0.4","","584.1","21454"
"Matt Beaty","SDP","53","231","206","52","11","1","6","28","29","17","41","6","2","1","",".254",".328",".398",".726",".317","","-1.3","-0.1","","0.4","","587.9","17710"
"Orlando Arcia","ATL","31","133","121","30","6","0","4","15","15","10","23","1","2","1","",".252",".309",".407",".717",".308","","1.0","0.0","","0.4","","600.8","13185"
"Luis Torrens","SEA","47","194","176","41","8","1","7","21","24","15","49","1","0","0","",".234",".295",".405",".700",".301","","-0.2","-0.3","","0.4","","471.9","15905"
"Adam Engel","CHW","42","182","166","39","8","1","6","21","19","10","46","4","5","2","",".236",".292",".396",".689",".298","","1.0","0.3","","0.3","","598.6","15082"
"Brent Rooker","MIN","49","210","184","40","9","0","10","26","27","19","70","5","1","0","",".219",".307",".439",".746",".320","","-1.5","-0.2","","0.3","","599.8","19627"
"Luis Rengifo","","26","112","100","24","4","1","3","13","11","9","21","1","2","1","",".244",".310",".390",".700",".304","","0.3","0.0","","0.3","","600.3","19858"
"Isaac Paredes","","16","70","61","15","3","0","2","9","8","8","11","1","0","0","",".256",".342",".419",".761",".331","","0.1","-0.1","","0.3","","600.9","20036"
"Tyler Wade","LAA","62","266","237","54","11","2","4","32","21","23","65","3","15","5","",".227",".302",".335",".637",".282","","-0.2","1.1","","0.3","","512.0","15730"
"Yonny Hernandez","","23","98","83","20","3","0","1","11","6","12","18","2","5","2","",".239",".346",".309",".655",".300","","0.3","0.1","","0.3","","600.8","19432"
"Niko Goodrum","HOU","37","161","143","31","7","1","4","18","17","15","52","1","5","2","",".216",".292",".368",".659",".288","","-0.5","0.4","","0.3","","580.1","12092"
"CJ Abrams","SDP","26","112","102","25","6","0","2","14","11","7","24","1","4","1","",".245",".297",".366",".663",".289","","0.6","0.2","","0.3","","485.8","sa3010152"
"Bryan Lavastida","CLE","23","90","80","20","4","0","2","12","10","7","19","1","2","1","",".246",".313",".385",".698",".303","","-0.7","0.0","","0.3","","999.0","sa3006917"
"Jorge Alfaro","SDP","79","326","302","73","13","1","9","31","37","15","103","7","6","2","",".242",".290",".381",".672",".291","","-1.8","-0.4","","0.3","","446.7","12180"
"Harold Ramirez","TBR","37","161","150","41","9","1","4","18","20","7","30","2","1","1","",".273",".313",".423",".737",".316","","-0.5","0.0","","0.3","","590.2","14387"
"DJ Stewart","BAL","39","168","144","32","7","0","7","21","21","20","44","2","1","1","",".223",".326",".421",".747",".324","","-0.8","-0.1","","0.3","","600.9","17766"
"Luke Maile","CLE","40","160","142","29","7","0","2","17","14","14","46","2","1","0","",".207",".287",".305",".591",".265","","0.7","0.0","","0.3","","999.0","13355"
"Eric Haase","DET","70","293","267","58","10","1","13","34","40","21","95","2","1","0","",".218",".278",".410",".688",".295","","0.1","-0.1","","0.3","","319.5","14111"
"Michael Stefanic","LAA","23","98","89","23","4","0","2","12","9","7","15","2","1","1","",".264",".328",".384",".712",".312","","0.2","-0.2","","0.3","","999.0","sa3008479"
"Garrett Stubbs","PHI","26","102","90","20","4","0","2","12","9","10","22","1","2","1","",".221",".302",".338",".641",".284","","0.9","0.1","","0.3","","600.8","18067"
"Wilson Ramos","","24","96","88","24","4","0","3","10","13","6","17","1","0","0","",".267",".318",".428",".746",".320","","-1.2","-0.4","","0.3","","600.9","1433"
"Bradley Zimmer","CLE","36","154","134","29","5","0","4","18","15","13","54","5","5","2","",".220",".313",".349",".662",".295","","1.0","0.3","","0.3","","536.6","16221"
"Jackie Bradley Jr.","BOS","104","448","399","87","22","3","11","50","45","36","124","8","7","2","",".218",".293",".365",".658",".288","","3.7","0.5","","0.3","","589.5","12984"
"Shed Long Jr.","BAL","28","119","107","25","5","1","4","14","13","10","31","1","2","1","",".237",".302",".408",".711",".307","","-0.6","0.0","","0.3","","999.0","16542"
"Mike Brosseau","MIL","44","189","169","39","8","1","7","22","22","15","51","4","2","1","",".231",".304",".401",".705",".305","","0.2","-0.2","","0.3","","599.3","19683"
"Payton Henry","MIA","31","122","110","24","4","0","3","12","11","8","38","2","0","0","",".216",".280",".348",".628",".275","","0.3","-0.2","","0.3","","999.0","22164"
"Owen Miller","CLE","44","189","174","43","9","1","4","19","19","12","44","2","1","1","",".245",".297",".377",".674",".293","","0.5","-0.3","","0.3","","600.3","24655"
"Michael Perez","PIT","40","160","143","30","6","1","5","16","17","14","43","1","1","1","",".207",".279",".357",".635",".276","","1.1","-0.5","","0.3","","600.9","12977"
"Lewin Díaz","","32","140","129","31","6","1","7","16","18","8","31","1","0","0","",".240",".289",".452",".741",".313","","0.9","-0.1","","0.3","","593.7","18365"
"Edward Olivares","KCR","24","105","96","25","4","1","3","12","12","7","20","1","3","1","",".258",".313",".424",".737",".317","","-0.3","0.0","","0.3","","574.8","19698"
"Mitch Moreland","","65","280","251","60","12","1","12","34","39","24","64","2","0","0","",".237",".307",".437",".744",".318","","-0.1","-0.8","","0.3","","600.9","3086"
"Riley Adams","WSN","63","251","218","47","10","1","8","28","26","24","82","7","1","0","",".217",".312",".381",".692",".305","","-0.9","-0.1","","0.3","","591.7","19864"
"Jose Siri","HOU","49","210","194","44","8","1","7","25","26","12","73","2","8","2","",".229",".279",".399",".678",".291","","-1.7","0.4","","0.3","","582.0","17452"
"Kevin Pillar","LAD","34","147","138","35","7","1","5","18","21","5","28","2","2","1","",".251",".287",".431",".718",".305","","-0.1","0.1","","0.3","","595.5","12434"
"Aramis Garcia","CIN","37","147","135","30","6","0","5","16","17","8","45","2","0","0","",".221",".273",".391",".664",".286","","0.4","-0.3","","0.2","","600.8","16925"
"Richie Palacios","","13","56","49","13","3","0","1","7","5","5","10","1","2","0","",".265",".343",".404",".748",".327","","-0.2","0.1","","0.2","","600.8","sa3006908"
"Tim Locastro","NYY","28","119","104","24","5","1","2","15","10","7","24","6","5","1","",".234",".320",".361",".682",".303","","-0.4","0.4","","0.2","","600.4","15124"
"Jack Mayfield","LAA","31","133","122","28","6","0","5","15","16","8","29","1","2","0","",".231",".282",".405",".687",".294","","-0.3","0.0","","0.2","","600.9","15402"
"Danny Santana","","34","147","134","32","7","1","6","19","18","9","41","2","4","2","",".239",".293",".435",".728",".310","","-0.3","0.1","","0.2","","999.0","10322"
"Asdrúbal Cabrera","CIN","41","175","156","37","8","0","5","20","23","16","40","1","1","0","",".237",".311",".401",".712",".308","","-1.0","-0.6","","0.2","","600.2","4962"
"Jarren Duran","","39","168","154","39","7","2","4","20","17","11","44","2","6","2","",".251",".307",".402",".709",".307","","-0.1","0.3","","0.2","","533.7","24617"
"Michael Chavis","PIT","58","252","231","56","10","1","11","30","32","14","73","4","2","1","",".242",".295",".437",".732",".313","","-0.6","-0.4","","0.2","","584.6","17321"
"Josh VanMeter","PIT","21","91","79","18","5","0","3","11","10","10","23","1","2","1","",".229",".322",".405",".727",".317","","-0.4","-0.1","","0.2","","600.0","15170"
"Eric Thames","OAK","99","427","374","81","17","1","17","48","50","41","131","7","4","1","",".217",".304",".406",".710",".306","","-0.7","-1.0","","0.2","","592.9","3711"
"Juan Yepez","","19","84","75","18","4","0","4","11","12","7","18","1","0","0","",".246",".318",".460",".778",".332","","0.1","-0.1","","0.2","","570.4","sa877505"
"Tyler Nevin","BAL","29","126","113","27","5","0","4","14","14","10","27","1","1","0","",".236",".304",".402",".706",".306","","-0.6","-0.1","","0.2","","999.0","17893"
"Corey Dickerson","STL","68","294","272","72","15","2","7","32","31","17","55","2","4","2","",".264",".311",".416",".727",".312","","0.0","-0.6","","0.2","","579.6","10762"
"Jose Herrera","ARI","19","77","67","15","3","0","2","8","7","8","19","0","1","0","",".216",".302",".336",".637",".282","","0.7","-0.1","","0.2","","999.0","sa830295"
"Geraldo Perdomo","ARI","31","133","116","26","4","1","2","14","10","13","30","2","3","1","",".228",".315",".332",".647",".288","","0.5","-0.2","","0.2","","598.7","22799"
"David Bote","CHC","26","112","98","23","4","1","4","13","14","11","27","2","1","0","",".234",".316",".402",".717",".312","","-0.5","-0.1","","0.2","","600.2","14593"
"Nick Allen","","32","140","128","30","6","1","2","15","13","8","29","1","3","1","",".232",".284",".343",".627",".274","","0.1","-0.1","","0.2","","999.0","sa3004723"
"Maikel Franco","WSN","66","287","264","63","14","0","10","29","37","18","46","2","0","0","",".240",".290",".408",".698",".297","","-1.6","-0.3","","0.2","","586.1","12179"
"Ehire Adrianza","WSN","60","259","230","56","12","2","5","31","26","21","52","4","2","1","",".245",".314",".380",".694",".302","","-1.9","-0.3","","0.2","","999.0","8418"
"Nolan Jones","","13","56","48","11","2","0","2","7","6","6","18","1","1","0","",".231",".327",".400",".727",".318","","0.2","0.0","","0.2","","598.5","sa917941"
"Nick Gordon","MIN","19","84","77","20","4","1","2","9","9","5","19","1","3","1","",".252",".300",".382",".682",".296","","-0.4","0.2","","0.2","","591.6","16337"
"Hoy Park","PIT","13","56","48","11","2","0","1","7","5","7","12","1","1","1","",".239",".340",".378",".718",".315","","-0.2","0.0","","0.2","","600.5","18027"
"Nomar Mazara","SDP","39","168","152","37","7","1","6","19","21","12","43","2","1","0","",".243",".303",".407",".710",".306","","-0.5","-0.2","","0.2","","600.3","14553"
"Jamie Ritchie","PIT","11","45","39","9","2","0","1","5","4","5","9","1","0","0","",".243",".332",".345",".677",".302","","0.0","-0.1","","0.2","","999.0","sa829058"
"Justin Upton","LAA","60","259","227","51","9","0","12","32","34","26","77","3","2","1","",".222",".307",".419",".726",".314","","-0.9","-0.1","","0.2","","567.1","5222"
"Josh Jung","TEX","13","56","51","13","3","0","2","7","6","4","13","1","0","0","",".262",".322",".448",".771",".330","","0.1","0.0","","0.2","","545.5","sa3011468"
"Willi Castro","DET","19","84","77","19","4","1","2","10","9","4","19","1","2","1","",".252",".301",".400",".700",".302","","-0.4","0.0","","0.2","","580.2","17338"
"Andrew Velazquez","","15","63","57","13","3","1","1","8","6","5","18","0","3","1","",".232",".292",".378",".670",".291","","-0.2","0.3","","0.2","","600.9","14196"
"Daz Cameron","","31","133","119","27","6","1","4","15","14","11","36","2","4","1","",".229",".302",".390",".692",".301","","-0.7","0.1","","0.2","","600.3","18353"
"Josh Lowe","","13","56","49","12","2","0","2","7","7","5","16","0","2","0","",".238",".314",".414",".728",".315","","-0.4","0.1","","0.2","","503.0","19953"
"Colin Moran","CIN","84","364","326","83","15","0","14","40","54","31","92","3","1","1","",".254",".322",".433",".755",".325","","-0.5","-1.4","","0.1","","580.6","16909"
"Charlie Culberson","","26","112","103","25","5","1","3","11","11","7","28","1","2","1","",".242",".292",".385",".677",".292","","-0.3","0.1","","0.1","","597.2","3298"
"Drew Ellis","","28","119","104","22","5","0","4","13","13","12","34","2","0","0","",".213",".304",".375",".679",".298","","0.1","-0.2","","0.1","","999.0","19873"
"Luis Campusano","SDP","8","32","29","7","1","0","1","4","4","2","7","0","0","0","",".244",".308",".415",".723",".312","","-0.2","0.0","","0.1","","999.0","22217"
"Jonathan Aranda","","11","49","44","11","2","0","1","6","5","4","11","1","0","0","",".246",".316",".391",".708",".309","","0.1","0.0","","0.1","","999.0","sa919293"
"Skye Bolt","OAK","15","63","56","12","3","0","2","7","6","5","18","1","1","0","",".216",".288",".364",".652",".284","","0.7","0.0","","0.1","","999.0","17723"
"René Pinto","","10","38","35","8","2","0","1","4","4","2","11","0","0","0","",".221",".272",".369",".641",".277","","0.3","0.0","","0.1","","999.0","sa826668"
"Kody Clemens","","15","63","57","13","2","1","2","7","7","4","15","0","1","0","",".231",".287",".406",".693",".297","","0.0","0.0","","0.1","","999.0","sa3008002"
"Adam Eaton","","24","105","92","23","4","1","2","13","10","9","22","2","1","0","",".245",".325",".378",".703",".309","","-0.3","0.1","","0.1","","999.0","11205"
"Nick Fortes","","11","45","40","10","2","0","1","5","5","3","8","1","0","0","",".239",".306",".386",".691",".300","","-0.2","0.0","","0.1","","598.7","21538"
"Marwin Gonzalez","","23","98","88","21","4","0","3","10","11","7","23","2","1","0","",".233",".300",".369",".669",".293","","-0.3","-0.2","","0.1","","600.5","5497"
"Danny Mendick","CHW","13","56","50","12","2","0","1","6","5","5","12","1","1","0","",".233",".306",".360",".666",".293","","0.2","-0.1","","0.1","","999.0","18889"
"Jake Rogers","DET","8","32","28","6","1","0","1","4","4","3","11","0","0","0","",".203",".283",".394",".677",".293","","0.3","0.0","","0.1","","600.8","19452"
"Matt Carpenter","","31","133","112","23","6","0","4","15","14","18","39","2","1","0","",".207",".324",".362",".686",".304","","-0.4","-0.2","","0.1","","598.8","8090"
"Pedro Severino","MIL","63","250","224","52","10","1","7","24","29","21","62","2","1","0","",".234",".302",".376",".677",".295","","-2.1","-0.6","","0.1","","542.8","14523"
"Mason Martin","PIT","31","133","120","26","6","0","6","16","19","9","45","2","1","0","",".218",".283",".441",".724",".307","","0.7","-0.2","","0.1","","591.7","sa3004885"
"Tres Barrera","","11","45","40","9","2","0","1","5","5","4","10","1","0","0","",".226",".300",".358",".658",".288","","-0.1","0.0","","0.1","","999.0","19977"
"William Contreras","ATL","8","32","29","7","1","0","1","4","4","3","8","0","0","0","",".251",".321",".438",".758",".326","","-0.2","0.0","","0.1","","595.1","20503"
"Ernie Clement","CLE","26","112","103","26","5","1","1","12","9","6","16","1","2","1","",".249",".296",".348",".645",".282","","0.5","-0.1","","0.1","","999.0","20352"
"Jose Rojas","LAA","31","133","121","28","6","0","5","16","16","10","32","1","1","1","",".231",".292",".409",".701",".301","","-0.3","-0.1","","0.1","","600.4","19331"
"Eli White","TEX","39","168","150","32","6","1","4","18","15","13","49","3","3","2","",".215",".290",".350",".639",".282","","0.3","-0.1","","0.1","","600.3","19346"
"Garrett Hampson","COL","60","259","235","58","11","3","6","33","23","19","63","1","10","3","",".247",".304",".395",".699",".302","","-1.1","0.8","","0.1","","350.4","19262"
"Zack Short","","8","35","30","6","1","0","1","4","4","4","10","0","0","0","",".206",".309",".376",".685",".301","","0.1","0.0","","0.1","","999.0","19562"
"Ryan O'Hearn","KCR","24","105","94","22","4","0","4","11","13","9","27","1","1","0","",".230",".302",".424",".726",".311","","-0.1","-0.1","","0.1","","599.8","16442"
"Colton Welker","","37","161","145","37","8","1","5","19","19","12","36","1","1","1","",".254",".312",".423",".735",".315","","0.3","-0.2","","0.1","","599.8","19961"
"Dalton Kelly","OAK","19","84","73","16","3","0","3","10","9","9","25","1","2","1","",".217",".305",".374",".679",".297","","0.5","0.1","","0.1","","999.0","sa876363"
"Edwin Ríos","LAD","32","140","126","28","6","1","7","18","20","10","49","2","1","1","",".220",".287",".447",".734",".312","","-0.4","-0.2","","0.1","","587.0","18316"
"Willians Astudillo","","5","19","18","5","1","0","1","2","2","0","1","0","0","0","",".275",".305",".429",".734",".313","","0.0","0.0","","0.1","","600.6","15608"
"Jason Vosler","SFG","6","28","25","6","1","0","1","3","3","2","6","0","0","0","",".236",".311",".416",".726",".313","","0.0","0.0","","0.1","","999.0","16686"
"Stephen Vogt","OAK","62","253","224","46","11","1","7","25","27","24","62","1","1","0","",".207",".284",".357",".641",".279","","-1.1","-0.7","","0.1","","600.4","5000"
"Trevor Larnach","","39","168","148","34","7","0","5","18","18","15","54","3","1","0","",".227",".309",".386",".695",".303","","-0.5","-0.2","","0.1","","581.6","21501"
"Korey Lee","HOU","6","26","24","6","1","0","1","3","3","2","5","0","0","0","",".240",".292",".375",".668",".289","","0.1","0.0","","0.1","","999.0","sa3010034"
"Matt Thaiss","","8","33","29","7","1","0","1","4","4","4","8","0","0","0","",".227",".314",".394",".709",".308","","-0.1","0.0","","0.1","","599.2","19318"
"Romy Gonzalez","","8","35","32","7","1","0","1","4","4","2","10","0","1","0","",".231",".289",".406",".695",".299","","0.0","0.0","","0.1","","999.0","21562"
"Brian Goodwin","","52","224","199","45","10","1","7","26","25","21","62","1","3","1","",".225",".303",".387",".690",".300","","-2.2","-0.3","","0.1","","600.6","12858"
"Pablo Reyes","MIL","10","42","38","9","2","0","1","5","5","3","9","0","1","0","",".237",".300",".388",".688",".298","","0.2","0.0","","0.1","","999.0","16357"
"Chris Owings","","34","147","133","28","6","1","4","15","14","11","46","1","3","2","",".209",".276",".360",".636",".276","","0.5","-0.1","","0.1","","600.9","10030"
"Ryan Kreidler","DET","6","28","25","6","1","0","1","3","3","2","8","0","1","0","",".236",".298",".382",".680",".295","","0.1","0.0","","0.1","","999.0","sa3010587"
"Connor Wong","","6","26","24","6","1","0","1","3","3","1","8","0","0","0","",".236",".283",".423",".705",".301","","-0.1","0.0","","0.1","","999.0","19896"
"Jacob Nottingham","BAL","16","64","57","11","2","0","2","7","8","4","22","1","1","0","",".197",".269",".364",".633",".275","","-0.3","0.0","","0.1","","600.5","16448"
"Rylan Bannon","","8","35","31","7","1","0","1","4","4","3","8","0","1","0","",".215",".298",".398",".696",".302","","0.0","0.0","","0.1","","600.3","sa3004162"
"Jake Marisnick","","11","49","45","10","2","0","1","6","5","3","15","1","1","0","",".227",".286",".395",".681",".294","","0.0","0.0","","0.1","","999.0","11339"
"Donovan Walton","SEA","5","21","19","5","1","0","1","3","2","2","3","0","0","0","",".251",".323",".394",".717",".312","","-0.1","-0.1","","0.1","","999.0","19314"
"Austin Romine","","13","51","48","11","2","0","1","5","6","2","14","0","0","0","",".238",".273",".374",".647",".279","","-0.1","-0.1","","0.1","","999.0","5491"
"José Godoy","MIN","8","32","29","7","1","0","1","4","3","2","7","0","0","0","",".243",".297",".358",".656",".287","","0.0","0.0","","0.1","","999.0","15808"
"Emmanuel Rivera","KCR","21","91","84","21","4","0","3","10","10","5","18","1","1","0","",".251",".297",".402",".700",".301","","0.0","0.0","","0.1","","999.0","19890"
"Vimael Machín","","10","42","37","8","2","0","1","5","4","4","8","0","0","0","",".229",".314",".343",".657",".289","","-0.1","0.0","","0.1","","999.0","17684"
"Shea Langeliers","OAK","3","13","12","3","0","0","1","1","2","1","3","0","0","0","",".229",".289",".422",".711",".303","","0.1","0.0","","0.1","","999.0","sa3010329"
"José Peraza","NYY","10","42","39","10","2","0","1","5","4","2","6","1","1","0","",".251",".298",".377",".675",".293","","-0.2","0.0","","0.1","","600.8","13593"
"Billy McKinney","","11","49","43","9","2","0","2","6","5","5","13","0","0","0","",".217",".298",".403",".702",".303","","0.2","-0.1","","0.1","","599.2","15654"
"Miguel Andújar","NYY","10","42","39","10","2","0","2","5","5","2","7","0","0","0","",".267",".306",".461",".766",".326","","-0.4","-0.1","","0.1","","598.0","15878"
"Taylor Jones","HOU","6","28","25","6","1","0","1","3","3","3","7","0","0","0","",".244",".318",".420",".738",".318","","0.1","0.0","","0.1","","999.0","19533"
"Gosuke Katoh","TOR","16","70","62","14","3","0","1","8","6","6","18","0","1","1","",".229",".305",".352",".656",".290","","0.0","-0.1","","0.1","","999.0","sa737619"
"Carlos Pérez","COL","5","19","18","4","1","0","1","2","3","1","3","0","0","0","",".242",".294",".434",".727",".310","","0.2","0.0","","0.1","","999.0","10642"
"Derek Hill","DET","24","105","96","23","3","1","2","11","10","6","31","1","3","1","",".236",".290",".365",".655",".285","","-0.5","-0.1","","0.1","","999.0","16947"
"Luke Raley","TBR","6","28","25","6","1","0","1","3","3","2","8","1","0","0","",".228",".299",".405",".704",".304","","0.2","0.0","","0.1","","601.0","19354"
"TJ Friedl","","8","35","31","8","1","0","1","4","3","3","6","1","1","0","",".250",".329",".401",".729",".318","","-0.2","0.0","","0.1","","600.8","19522"
"Patrick Mazeika","","6","26","23","5","1","0","1","3","3","2","5","0","0","0","",".224",".288",".370",".658",".286","","-0.2","0.0","","0.1","","999.0","18142"
"Ali Sánchez","","8","32","30","7","1","0","0","3","3","2","6","0","0","0","",".238",".283",".330",".614",".269","","0.2","-0.1","","0.1","","999.0","18551"
"Jake Burger","","3","14","13","3","1","0","1","2","2","1","3","0","0","0","",".251",".313",".437",".750",".322","","0.0","0.0","","0.1","","597.4","22275"
"Estevan Florial","","8","35","31","7","1","0","1","4","4","3","11","0","1","0","",".215",".288",".384",".672",".292","","0.0","0.0","","0.1","","600.9","19151"
"Heliot Ramos","","24","105","96","23","5","0","3","12","10","7","30","1","2","1","",".235",".292",".380",".672",".292","","-0.8","0.0","","0.1","","999.0","sa3004693"
"Eric Sogard","","23","98","89","22","4","0","1","10","8","7","16","1","1","0","",".245",".302",".346",".648",".283","","-0.2","0.0","","0.1","","999.0","7927"
"Alex Jackson","","6","26","23","4","1","0","1","3","3","2","10","1","0","0","",".188",".270",".381",".651",".281","","0.0","0.0","","0.1","","999.0","17276"
"Rob Refsnyder","BOS","10","42","37","9","2","0","1","5","4","4","11","0","0","0","",".249",".323",".391",".714",".311","","0.0","-0.1","","0.0","","999.0","13770"
"Brandon Drury","CIN","10","42","38","9","2","0","1","5","5","3","10","0","0","0","",".241",".295",".414",".710",".305","","-0.1","0.0","","0.0","","999.0","11615"
"Rodolfo Castro","","5","21","19","4","1","0","1","2","3","1","5","0","0","0","",".230",".278",".422",".700",".298","","0.1","0.0","","0.0","","999.0","21987"
"Alan Trejo","COL","21","91","84","20","5","0","3","10","10","5","22","1","1","1","",".241",".284",".406",".691",".295","","0.5","-0.2","","0.0","","999.0","20056"
"Alfonso Rivas","CHC","23","98","86","21","4","0","2","12","9","9","24","1","0","0","",".248",".329",".368",".697",".307","","0.4","-0.2","","0.0","","999.0","21560"
"Oswald Peraza","","3","14","13","3","1","0","0","2","1","1","3","0","1","0","",".249",".299",".385",".684",".297","","0.0","0.0","","0.0","","600.0","sa3003305"
"Mark Kolozsvary","","11","45","40","7","2","0","1","4","4","4","15","1","0","0","",".188",".275",".331",".606",".269","","0.4","-0.1","","0.0","","999.0","sa3004996"
"Clay Dungan","KCR","3","14","13","3","1","0","0","2","1","1","2","0","0","0","",".262",".312",".365",".677",".296","","0.0","0.0","","0.0","","999.0","sa1169803"
"Sam Huff","","3","13","12","3","0","0","1","1","2","1","4","0","0","0","",".223",".274",".408",".682",".292","","0.0","0.0","","0.0","","599.0","22209"
"Taylor Trammell","","8","35","31","6","1","0","1","4","4","3","11","0","1","0","",".206",".292",".360",".653",".287","","0.2","0.0","","0.0","","600.9","19960"
"Mario Feliciano","","5","19","18","4","1","0","1","2","2","1","5","0","0","0","",".226",".274",".394",".668",".287","","0.0","0.0","","0.0","","600.8","20263"
"Jahmai Jones","","10","42","38","9","2","0","1","4","4","3","11","0","1","0","",".226",".293",".372",".665",".290","","-0.1","0.0","","0.0","","601.0","18872"
"Travis Shaw","","16","70","61","13","3","0","3","8","9","8","19","1","0","0","",".221",".315",".398",".714",".311","","0.1","-0.2","","0.0","","600.8","11982"
"Gilberto Celestino","","10","42","38","9","2","0","1","5","4","3","9","0","0","0","",".238",".302",".373",".676",".295","","-0.3","0.0","","0.0","","999.0","20233"
"Joe Panik","","37","161","145","35","7","0","2","16","13","13","21","1","1","0","",".244",".311",".340",".651",".287","","-1.1","-0.2","","0.0","","999.0","11936"
"Roman Quinn","","16","70","62","14","2","1","1","8","5","5","20","1","4","1","",".219",".292",".334",".627",".278","","-0.1","0.2","","0.0","","999.0","13546"
"Jonathan Araúz","BOS","3","14","13","3","1","0","0","2","2","1","3","0","0","0","",".239",".305",".384",".688",".300","","0.1","0.0","","0.0","","999.0","20275"
